Nr.,Articol,Clasa,Cod extern,Cod,Pret,UM,Stoc,PRODUCATOR,Data
crt.,,articol,,articol,vanzare,,curent,,adaugarii
1,*RACORD FLEXIBIL GAZ INOX 1/2 30-60INT-EXT,1,9007912547754,17236,15.20,Buc,5.00,,13.11.2025
2,*RACORD FLEXIBIL GAZ INOX 1/2 75-150 INT-EXT,1,5940084965596,17237,27.00,Buc,6.00,,13.11.2025
3,+FURTUN CU INSERTIE-TRS 1/2 1ML/SUL 50ML,1,9007912546719,17056,3.30,ML,84.00,,03.07.2025
4,+FURTUN CU INSERTIE-TRS 3/4 1ML/SUL 50 ML,1,9007912546726,17057,4.70,ML,50.00,,03.07.2025
5,BURLAN SOBA 0.5ML NEGRU FI 120MM,1,9007912542759,16242,21.00,BUC,6.00,,20.10.2023
6,CAPAC CAMIN NEGRU 400X400,1,9007767516776,11799,106.60,Buc,0.00,,17.03.2017
7,CAPAC SCARA MANSARDA 70,1,9007767537665,14724,55.00,BUC,0.00,,26.06.2021
8,CARLIG SOBA,1,9007912542698,16236,12.00,Buc,0.00,,20.10.2023
9,CLESTE FIXARE PENE METALIC,1,8058340186528,13593,70.00,BUC,5.00,,26.07.2019
10,COAMA GS-LUX D-MATT 8017,1,9007912538790,15647,93.79,BUC,3.00,,03.10.2022
11,COLIER INOX -BALL LOCK 4.6X200MM,1,6424829300433,13206,0.60,Buc,140.00,,19.03.2019
12,COLIER INOX -BALL LOCK 4.6X250MM,1,6424829300440,13207,0.70,Buc,206.00,,19.03.2019
13,COLIER INOX -BALL LOCK 4.6X300MM,1,6424829300457,13208,0.80,Buc,124.00,,19.03.2019
14,COLIER INOX PT FURTUN   8-12MM,1,9007767526133,13202,1.50,Buc,27.00,,19.03.2019
15,COLIER INOX PT FURTUN  60-80MM,1,9007767526157,13204,2.80,Buc,63.00,,19.03.2019
16,COLIER INOX PT FURTUN 100-120MM,1,9007767526140,13203,3.60,Buc,83.00,,19.03.2019
17,CUPTOR SOBA MARE CU TAVA,1,9007912542711,16238,93.00,Buc,0.00,,20.10.2023
18,CUPTOR SOBA MIJLOCIU CU TAVA,1,9007912542704,16237,85.00,Buc,0.00,,20.10.2023
19,DERULATOR DE BANDA RIGIPS,1,3479135021506,13597,18.00,BUC,2.00,,26.07.2019
20,DISTANTIER 1MM TWO 50BUC/PG,1,9007767530031,13731,14.80,PG,79.00,,11.10.2019
21,DISTANTIER 3MM TWO 50/PG,1,9007767530574,13811,18.80,Buc,174.00,,02.12.2019
22,ELEMENT INCHIDERE COAMA TERACOT,1,9007767534954,14313,6.00,Buc,55.00,,22.09.2020
23,EMAIL SPOR AQUA SUPER LUCIOS ROSU 0.7L,1,3800738526493,15871,38.50,BUC,0.00,,02.02.2023
24,ETRIER FI 8 25X50,1,9007767531304,12799,2.80,Buc,0.00,,15.06.2018
25,FRONTON MOD.DREAPTA D-MATT 7016,1,9007912542636,16214,50.00,M2,0.00,,18.10.2023
26,FRONTON MOD.DREAPTA D-MATT 8017,1,9007912538806,15648,50.36,BUC,3.00,,03.10.2022
27,FRONTON MOD.STANGA D-MATT 7016,1,,16215,50.00,M2,0.00,,18.10.2023
28,FRONTON MOD.STANGA D-MATT 8017,1,9007912538813,15649,50.36,BUC,3.00,,03.10.2022
29,FRONTON MOD.STG 7016,1,,16216,58.00,M2,0.00,,18.10.2023
30,GARNITURA PT PANOU 0.50 1.16 M 8017,1,9007912541998,16145,41.20,BUC,0.00,,28.08.2023
31,GARNITURA PT PANOU 0.50 1.16 M 9005,1,9007912542049,16150,41.20,PAC,0.00,,28.08.2023
32,GARNITURA PT PANOU 0.50 1.6M,1,9007912542056,16151,56.70,BUC,0.00,,28.08.2023
33,GLAF INTERIOR 300MM ANTRACIT 6M,1,9007912548140,17317,242.50,BUC,2.00,,20.02.2026
34,GRANIT SILVIA 60X30X1.5,1,9007912540977,16026,102.70,M2,0.00,,13.06.2023
35,GRINDA PTH 4.75,1,,14353,125.00,BUC,0.00,,21.10.2020
36,HASIT PE 410  15 LCOD 55090,1,,13581,603.33,GAL,0.00,,22.07.2019
37,INCEPUT COAMA INCLINATA ZS-LUX D-MATT 8017,1,9007912538820,15650,62.93,BUC,0.00,,03.10.2022
38,JARDINIERA CASSETA KUBE 80cm,1,9007767537061,14637,745.00,Buc,0.00,,13.05.2021
39,JARDINIERA CASSETA KUBE HIGH 80cm WHITE,1,9007767537078,14638,"1,100.00",Buc,0.00,,13.05.2021
40,JARDINIERA DUO 37cm SQUARE KIT LUMINA,1,9007767536996,14629,560.00,Buc,0.00,,13.05.2021
41,JARDINIERA DUO 38cm CONE KIT LUMINA,1,9007767537085,14628,580.00,Buc,0.00,,13.05.2021
42,JARDINIERA KUBE HIGHT 100cm KIT LUMINA,1,9007767537009,14630,"1,725.00",Buc,0.00,,13.05.2021
43,JARDINIERA SFERA 55cm KIT LUMINA,1,9007767536989,14631,930.00,Buc,0.00,,13.05.2021
44,JARDINIERA VASO DUO 38cm CONTAINER,1,9007767537016,14632,200.00,Buc,0.00,,13.05.2021
45,JARDINIERA VASO DUO QUADRO 37cm CONTAINER,1,9007767537023,14633,215.00,Buc,0.00,,13.05.2021
46,JARDINIERA VASO ILIE 47cm,1,9007767537054,14636,980.00,Buc,0.00,,13.05.2021
47,LAZUR VALTTI MAT 0.9L 5052,1,9007912542841,16251,82.00,Buc,0.00,,24.10.2023
48,NISIP,1,9007767521350,12511,70.00,MC,0.00,,12.03.2018
49,ONDULINA TRANSPARENTA 3 M,1,9007767487885,6923,42.10,ML,0.00,,12.12.2011
50,PACHET VARIANTE 100 200X120CM FATA/VERSO 7016,1,9007912542582,16209,600.95,SET,0.00,,13.10.2023
51,PACHET VARIANTE 150 200X120 FATA/VERSO 7016,1,9007912542599,16210,600.95,SET,0.00,,13.10.2023
52,PANA TWO 50BUC/PG,1,9007767530048,13732,29.50,PG,109.00,,11.10.2019
53,PANEL 100 NUC FATA SPATE 7016,1,9007912541066,16036,94.35,ML,0.00,,15.06.2023
54,PANEL 150 FATA-SPATE 7016,1,9007912541042,16034,83.90,ML,0.00,,15.06.2023
55,PANEL 150 FATA-SPATE WALNUT,1,9007912541592,16103,103.50,ML,0.00,,18.07.2023
56,PANEL 200 FATA -SPATE 7016,1,9007912541035,16033,85.90,ML,0.00,,15.06.2023
57,PANEL 200 NUC FATA SPATE,1,9007912541059,16035,120.50,ML,0.00,,15.06.2023
58,PANEL VARIANTE 150 FATA-SPATE,1,9007912541653,16109,103.50,ML,0.00,,18.07.2023
59,PANOU VARIANTE 100 FATA-SPATE 7016,1,9007912541639,16107,62.10,ML,0.00,,18.07.2023
60,PANOU VARIANTE 100 FATA/SPATE 9005,1,9007912542025,16148,118.00,ML,0.00,,28.08.2023
61,PANOU VARIANTE 100 FATA/SPATE STEJAT ALBIT,1,9007912541967,16142,118.00,ML,0.00,,28.08.2023
62,PANOU VARIANTE 150 FATA/SPATE 8017,1,9007912541950,16141,88.00,ML,0.00,,28.08.2023
63,PANOU VARIANTE 150 FATA/SPATE 9005,1,9007912542018,16147,88.00,ML,0.00,,28.08.2023
64,PANOU VARIANTE 200 FATA/SPATE 8017,1,9007912541943,16140,107.50,ML,0.00,,28.08.2023
65,PANOU VARIANTE 200 FATA/SPATE 9005,1,9007912542001,16146,107.50,ML,0.00,,28.08.2023
66,PENEBAR SW 45 RAPID TIP A 19MMX25MMX5ML,1,,11519,324.00,SUL,0.00,,18.08.2016
67,PENEBAR SW45 TIP B 25MMX9MMX4ML,1,,11520,188.50,SUL,0.00,,18.08.2016
68,PENETRON 22.7KG,1,,11213,545.00,BUC,0.00,,07.03.2016
69,PENETRON ADMIX SOLUBLE BAGS 18KG,1,,11518,791.50,Buc,0.00,,18.08.2016
70,PERIMETRAL W 15X8X12X15MM 3050MM,1,,16573,13.70,ML,0.00,,11.04.2024
71,PERVAZ COMPOZIT,1,9007767521367,12512,90.00,ML,0.00,,12.03.2018
72,PERVAZ METALIC EXT. ALB 1MMX360MM,1,9007912537380,15269,107.10,ML,0.00,,23.03.2022
73,PIATARA ORNAMENTALA,1,9007767535807,14426,48.50,Box,0.00,,18.01.2021
74,PLACA HPL UV DUBLU DECOR RC459/RC460 6MM 2440X1220,1,,15939,0.00,M2,0.00,,04.05.2023
75,PLACA HPL UV DUBLU DECOR RC871/RC604 6MM 3050X1300,1,,15950,0.00,M2,0.00,,10.05.2023
76,PLACAJ GRI DESCHIS 60X60X1.5,1,9007912539209,15735,253.80,M2,0.00,,01.11.2022
77,PLINTA ESPUMO 101 ALB 65 X 2.4M,1,9007912547655,17254,38.20,Buc,8.00,,25.11.2025
78,PLINTA ESPUMO 401 ALB 100 X 2.4M,1,9007912547686,17266,50.90,Buc,0.00,,15.12.2025
79,POLICARBONAT 8MM NEGRU 2 PERETI 3X2.1M=6.3MP,1,9007912537434,15281,269.00,Buc,0.00,,29.03.2022
80,POLICARBONAT 8MM NEGRU 2 PERETI 6X2.1M=12.6MP,1,9007912537427,15280,538.00,BUC,0.00,,29.03.2022
81,POLICARBONAT CLASIC 4MM TRANS. 2 PERETI 6X2.1M=12.6MP,1,9007912542094,16156,248.00,BUC,1.00,,01.09.2023
82,POLICARBONAT COMPACT FUM 6MM 2.050X4500 MM,1,9007912542964,16267,"3,198.00",Buc,0.00,,09.11.2023
83,POLICARBONAT COMPACT TRS 6MM 2.050X3.050 MM,1,9007912542957,16266,"2,045.00",Buc,0.00,,09.11.2023
84,POLICARBONAT COMPACT TRS 6MM 2.050X4.5 M,1,9007912540823,16010,"3,085.00",Buc,0.00,,26.05.2023
85,POLISTIREN AUSTROTHERM EPS 80 2 CM COALA 24,1,9007767505848,9852,2.70,Buc,18.00,,11.11.2014
86,POPNIT 7016 6-4.0 250 BUC,1,9007912543008,16272,44.00,BUC,0.00,,10.11.2023
87,PORTITA SET COMPLET SI-02 1.5X0.99 ULTRAMAT 7016,1,9007912539377,15770,"1,541.00",SET,0.00,,08.12.2022
88,PRIMER PENEBAR 0.75ML,1,,11521,155.00,Buc,0.00,,18.08.2016
89,PROFIL DILATARE 11.5MM 7016 (14 SET),1,9007912541028,16032,18.00,SET,0.00,,15.06.2023
90,PROFIL DILATARE 11.5MM 8017 (14 BUC),1,9007912541974,16143,22.50,SET,0.00,,28.08.2023
91,PROFIL DILATARE 11.5MM 9005 (14 BUC),1,9007912542063,16152,22.50,SET,0.00,,28.08.2023
92,PROFIL DILATARE 20 MM 7016 (14 SET),1,9007912541615,16105,19.40,SET,0.00,,18.07.2023
93,PROFIL MASCARA VARIANTE 0.50-1.6 7016,1,9007912541011,16031,54.40,BUC,0.00,,15.06.2023
94,PROFIL MASCARE 0.50 -1.60 ML 9005,1,9007912542810,16248,57.00,BUC,0.00,,20.10.2023
95,PROFIL MONTAJ ORIZONTAL 0.50X1.2ML ULTRAMAT 7016,1,9007912539384,15771,13.20,BUC,0.00,,08.12.2022
96,PROFIL MONTAJ VARIANTE 0.50X2 ML ULTRAMAT 7016,1,9007912539995,15916,72.90,BUC,0.00,,28.03.2023
97,PROFIL PRESOR AL+GARNITURA 6ML,1,9007912542971,16268,214.00,BUC,0.00,,09.11.2023
98,PROFIL STREASINA VENTILATIE LSW D-MATT 8017,1,9007912539445,15778,21.70,BUC,0.00,,19.12.2022
99,PROFIL SUPER CW 50 4ML 0.6MM,1,9007912546948,17097,58.00,Buc,1.00,,25.07.2025
100,"PROFIL TERMINAL POLICARB. ""U"" 4MM TRS 2.1ML",1,9007912536604,15131,9.00,Buc,2.00,,01.11.2021
101,"PROFIL TERMINAL POLICARB. ""U"" 6MM TRS 2.1 ML",1,9007912536628,15133,11.00,Buc,0.00,,01.11.2021
102,"PROFIL TERMINAL POLICARB. ""U"" 8MM TRS 2.1ML",1,9007912536642,15135,11.00,Buc,0.00,,01.11.2021
103,"PROFIL TERMINAL POLICARB.""U"" 4MM FUM. 2.10ML",1,9007912536611,15132,11.00,Buc,2.00,,01.11.2021
104,"PROFIL TERMINAL POLICARB.""U"" 6MM FUM. 2.1 ML",1,9007912536635,15134,13.00,Buc,0.00,,01.11.2021
105,"PROFIL TERMINAL POLICARB.""U"" 8MM FUM. 2.1 ML",1,9007912536659,15136,15.00,Buc,0.00,,01.11.2021
106,REDUCTIE FI130-FI120 MARO,1,9007912542803,16247,19.80,BUC,5.00,,20.10.2023
107,REDUCTIE FI150-FI120,1,9007912542780,16245,24.00,BUC,0.00,,20.10.2023
108,REDUCTIE INV FI110-FI120,1,9007912542797,16246,23.00,BUC,0.00,,20.10.2023
109,RENEW 107 PORTOCALIU,1,6420552001074,13265,20.00,Buc,2.00,,26.03.2019
110,RENEW 108 PORTOCALIU,1,6420552001081,13266,20.00,Buc,4.00,,26.03.2019
111,RENEW 109 ROSU,1,6420552001098,13267,21.50,Buc,3.00,,26.03.2019
112,RENEW 110 CARMIN,1,6420552001104,13268,21.50,Buc,4.00,,26.03.2019
113,RENEW 111 CARMIN,1,6420552001111,13269,20.00,Buc,3.00,,26.03.2019
114,RENEW 112 ALBASTRU,1,6420552001128,13270,20.00,Buc,2.00,,26.03.2019
115,RENEW 114 MOV,1,6420552001142,13271,21.50,Buc,3.00,,26.03.2019
116,RENEW 115 VERDE,1,6420552001159,13272,20.00,Buc,3.00,,26.03.2019
117,RIFLAJE ALB 1013 MAXCL RC 459 420X70X2500,1,9007912547679,17164,718.00,Buc,0.00,,24.09.2025
118,ROABA ALBASTRA  MICA,1,9007767493350,8046,144.19,Buc,0.00,,26.09.2012
119,ROABA FLORI LEMN M 1COLORATA,1,9007767495552,8329,92.90,Buc,0.00,,14.11.2012
120,ROFIX PE 516 SISI MICRO 15L COD 55066,1,,13583,426.02,GAL,0.00,,22.07.2019
121,ROLA FRANGHIE 12MM-150ML,1,9007767529653,13689,478.00,Buc,0.00,,19.09.2019
122,ROLETA PVC,1,,7693,199.35,Buc,0.00,,22.06.2012
123,ROZETA HORN CU CAPAC FI 120 GRI,1,9007912542735,16240,22.00,Buc,3.00,,20.10.2023
124,ROZETA HORN CU CAPAC NEGRU FI 120,1,9007912542742,16241,22.00,Buc,2.00,,20.10.2023
125,ROZETA HORN NEGRU FI 120MM,1,9007912542728,16239,12.00,Buc,0.00,,20.10.2023
126,SACOSE IMPRIMATE,1,9007767528892,13602,0.65,BUC,1294.00,,29.07.2019
127,SET ACCESORII COMPACT FUM,1,9007912542995,16270,39.00,BUC,0.00,,09.11.2023
128,SET ACCESORII COMPACT TRS,1,9007912542988,16269,39.00,BUC,0.00,,09.11.2023
129,"SET GARD DOUBLE-WINGED RAMA ""7"" 1760X3110 RAL 7016",1,9007912541585,16102,"5,234.50",SET,0.00,,18.07.2023
130,SET NITURI PT PANOU 4X6 (9BUC),1,9007912541981,16144,12.50,PAC,0.00,,28.08.2023
131,SET NITURI PT PANOU 7016,1,9007912541004,16030,10.50,PAC,0.00,,15.06.2023
132,SET NITURI PT PANOU 9005,1,9007912542032,16149,12.50,PAC,0.00,,28.08.2023
133,SET PLITA SOBA,1,9007912542773,16244,232.00,BUC,1.00,,20.10.2023
134,"SET RAMA WICKET ""3 1760X1075",1,9007912541646,16108,"2,370.40",SET,0.00,,18.07.2023
135,SET SURUBURI PT PANOU 6202,1,9007912540991,16029,10.50,PAC,0.00,,15.06.2023
136,SIPCA GARD SICURO DREPT X2 VOP.0.50DEPP MAT 7016,1,9007912539353,15768,14.40,ML,0.00,,08.12.2022
137,SISTEM MOD CLEME FIXARE,1,9007912538837,15651,2.60,BUC,0.00,,03.10.2022
138,SISTEM MOD DOLIE RKS 25-MATT 8017,1,9007912538844,15652,63.74,BUC,0.00,,03.10.2022
139,SISTEM PANOU GARD+IMITATIE LEMN STEJAR 200X120,1,9007912538776,15643,"1,337.00",SET,5.00,,29.09.2022
140,SORT 8-16 NISIP,1,9007767521381,12514,60.00,MC,0.00,,12.03.2018
141,SORT STREASINA MOD PN 80 D-MATT 8017,1,9007912538851,15653,18.75,BUC,0.00,,03.10.2022
142,STAL 60X60X2 L 2.3M 7016 MAT,1,9007912542445,16194,143.80,Buc,0.00,,05.10.2023
143,SUBAR NEGRU SOBA FI 120MM,1,9007912542674,16234,32.50,Buc,2.00,,20.10.2023
144,SUBAR SOBA FI 120MM,1,9007912542667,16233,29.50,Buc,4.00,,20.10.2023
145,SUPORT FIX NANO ARKIMEDE 18-36MM+PROL,1,9007912536772,15161,10.50,Buc,0.00,,16.11.2021
146,SUPORT LCD 10-30 TAVAN,1,9007767495958,8392,80.32,Buc,0.00,,21.12.2012
147,SUPORT LEMNE,1,9007912542681,16235,125.00,Buc,2.00,,20.10.2023
148,SUPORT MET.FIXARE SIPCA COAMA,1,9007912536802,15167,3.95,Buc,0.00,,26.11.2021
149,TAPET LICHID AIR LINE 603 1KG,1,9007767523682,12899,200.00,Buc,0.00,,22.08.2018
150,TAPET LICHID ART DESIGN,1,9007912548256,17329,183.00,BUC,5.00,,04.03.2026
151,TAPET LICHID ECOLINE 753 1 KG,1,9007912544869,16767,225.00,PG,0.00,,31.10.2024
152,TAPET LICHID OPTIMA 059 1KG,1,9007767523699,12900,65.00,Buc,0.00,,22.08.2018
153,TAPET LICHID RELIEF 325 1/2 AURIU,1,9007767524450,12995,98.00,BUC,0.00,,25.10.2018
154,TAPET LICHID RELIEF 325 1KG,1,9007767522197,12657,93.00,Buc,0.00,,25.04.2018
155,TAPET LICHID RELIEF 330 1 KG,1,9007912546153,16979,153.00,Buc,0.00,,27.05.2025
156,USA HORN NEGRU 16X16,1,9007912542766,16243,32.00,BUC,3.00,,20.10.2023
157,*PRESOSTAT ELECTRONIC BRIO 10 BAR,1,8055060347109,10514,189.00,Buc,1.00,---- nedefinit ----,11.06.2015
158,*PRESOSTAT ELECTRONIC BRIO-TANK,1,8055060351502,9659,261.00,Buc,0.00,---- nedefinit ----,01.08.2014
159,*SET DETECTOR GAZ+ELECTROVANA 3/4,1,9007912541141,2947,106.80,Buc,10.00,---- nedefinit ----,02.07.2009
160,BANDA SCOTCH TRANSPARENT 48X60ML,1,6935793301437,17045,3.50,BUC,12.00,---- nedefinit ----,23.06.2025
161,FIER BETON  8 BARA 6ML+,1,9007767488967,7214,10.45,BUC,0.00,---- nedefinit ----,27.03.2012
162,FIER BETON 10 BARA 6ML,1,9007767488974,7215,17.25,BUC,475.00,---- nedefinit ----,27.03.2012
163,PENSULA ELITE PRO 100MM,1,,14760,0.00,Buc,0.00,---- nedefinit ----,13.07.2021
164,PENSULA ELITE PRO 125MM,1,,14761,0.00,Buc,0.00,---- nedefinit ----,13.07.2021
165,PIATRA MOZAIC COMBINATA 50KG,1,9007767528571,13552,26.00,Buc,0.00,---- nedefinit ----,04.07.2019
166,SINDRILA VERDE IKO ONE BOBER SOLZI 3MP,1,9007767499130,8884,73.50,PAC,8.00,---- nedefinit ----,07.08.2013
167,TERMINAL GLAF INT ANTRACIT 42 CM,1,9007767480602,5588,4.00,Buc,8.00,---- nedefinit ----,24.03.2011
168,MEMBRANA BITUMINOASA CU ALUMINIU,1,9007767480862,5659,9.68,M2,39.00,ABELAR,04.04.2011
169,PROFIL INCEPUT  2CM-2M,1,9007767497044,8518,7.74,Buc,12.00,ABELAR,01.03.2013
170,PROFIL INCEPUT  4CM-2M,1,9007767497051,8519,9.68,Buc,3.00,ABELAR,01.03.2013
171,ANTIGEL TERMO PROTECT 100-10 KG,1,9007767511719,10854,99.50,BUC,3.00,ACV,30.09.2015
172,MATURA 4 CUSATURI,1,9007767476261,4961,23.00,Buc,0.00,ADI,11.08.2010
173,MATURA BAMBUS,1,9007767482675,6041,24.50,BUC,0.00,ADI,30.05.2011
174,MATURA COPII,1,9007767473796,4438,13.00,Buc,4.00,ADI,29.04.2010
175,MATURA DE MANA,1,9007767473901,4504,12.00,BUC,9.00,ADI,03.05.2010
176,+BANDA PICURATOR 6MILX10 CM 100 ML,1,9007767471921,4104,50.50,Buc,9.00,AGRO,19.03.2010
177,+COT PLASTIC 1/2 INT-EXT,1,9007767500706,9093,2.10,Buc,33.00,AGRO,23.10.2013
178,+CRUCE CU OLANDEZ 1'' INT,1,9007767497853,8667,15.00,Buc,9.00,AGRO,24.04.2013
179,"+DISTR.2 CAI 4224/2033 1""",1,9007767529349,13656,49.40,Buc,3.00,AGRO,05.09.2019
180,+DISTR.3 CAI 4224/3033 1'',1,9007767529356,13657,62.00,Buc,0.00,AGRO,05.09.2019
181,+DUZA RAIN BIRD 10-VAN,1,9007767492810,7914,17.90,BUC,2.00,AGRO,07.09.2012
182,+DUZA RAIN BIRD 12-VAN,1,9007767492834,7916,17.90,BUC,1.00,AGRO,07.09.2012
183,+DUZA RAIN BIRD 15-VAN,1,9007767492827,7915,17.90,BUC,3.00,AGRO,07.09.2012
184,+DUZA RAIN BIRD 6-VAN,1,9007767492803,7913,17.90,BUC,4.00,AGRO,07.09.2012
185,+DUZA RAIN BIRD 8-VAN,1,9007767492841,7917,17.90,BUC,1.00,AGRO,07.09.2012
186,"+FILTRU 1""CU SITA INOX",1,9007767494326,8151,46.40,Buc,4.00,AGRO,08.10.2012
187,+FOLIE ANTIBURUIANA 1.25M,1,9007767530208,13768,5.10,ML,294.00,AGRO,28.10.2019
188,+LEGATURA PLASTIC,1,9007767474991,4709,0.10,Buc,0.00,AGRO,09.06.2010
189,"+MUFA PLASTIC 1""",1,9007767494258,8141,2.30,Buc,12.00,AGRO,01.10.2012
190,+MUFA PLASTIC 1/2,1,9007767471907,4102,1.50,Buc,12.00,AGRO,19.03.2010
191,"+MUFA PLASTIC 2""",1,9007767514611,11363,8.50,Buc,1.00,AGRO,16.05.2016
192,+MUFA PLASTIC 3/4-3/4,1,9007767471891,4101,1.80,Buc,40.00,AGRO,19.03.2010
193,+MUFA PLASTIC REDUS 1''-1.2'',1,9007912546832,17079,2.50,Buc,20.00,AGRO,12.07.2025
194,"+MUFA PLASTIC REDUS 3/4""-1/2""",1,9007767500744,9097,1.70,Buc,27.00,AGRO,23.10.2013
195,"+MUFA PLASTIC REDUS 5/4X1""",1,9007767503301,9439,4.00,Buc,6.00,AGRO,11.04.2014
196,+NIPLU PLASTIC 1/2X1/2,1,9007767494241,8139,0.80,Buc,26.00,AGRO,01.10.2012
197,+NIPLU PLASTIC 3/4X3/4,1,9007767516127,8146,1.40,BUC,38.00,AGRO,02.10.2012
198,+NIPLU PLASTIC REDUS 1''-3/4,1,9007767498652,8809,1.10,Buc,21.00,AGRO,21.06.2013
199,+PICURATOR PE TEAVA,1,9007767471914,4103,0.97,Buc,18.00,AGRO,19.03.2010
200,+PRIZA APA 3/4,1,9007767474984,4708,27.00,Buc,8.00,AGRO,09.06.2010
201,+RACORD PRIZA APA 3/4,1,9007767474977,4707,11.00,Buc,8.00,AGRO,09.06.2010
202,"+REDUCTIE INVERSA PLASTIC 1""-1/2 INT-EXT",1,9007767500805,9103,7.00,Buc,9.00,AGRO,23.10.2013
203,+REDUCTIE INVERSA PLASTIC 3/4-1/2 INT-EXT,1,9007767500775,9100,3.30,Buc,22.00,AGRO,23.10.2013
204,"+REDUCTIE INVERSA PLASTIC 6/4""INT-1""EXT",1,9007767514604,11362,6.00,Buc,2.00,AGRO,16.05.2016
205,+REDUCTIE PLASTIC  2X5/4 EX- INT,1,9007767494234,8138,6.80,Buc,3.00,AGRO,01.10.2012
206,+REDUCTIE PLASTIC  2X6/4 EXT-INT,1,9007767494227,8137,8.00,Buc,3.00,AGRO,01.10.2012
207,+REDUCTIE PLASTIC  5/4X1 EXT-INT,1,9007767494210,8136,2.50,Buc,1.00,AGRO,01.10.2012
208,+REDUCTIE PLASTIC  5/4X3/4 EXT-INT,1,9007767494197,8134,2.80,Buc,0.00,AGRO,01.10.2012
209,+REDUCTIE PLASTIC  6/4X1'' EXT-INT,1,9007767497495,8619,3.50,Buc,5.00,AGRO,25.03.2013
210,+REDUCTIE PLASTIC  6/4X5/4 EXT-INT,1,9007767494203,8135,3.50,Buc,6.00,AGRO,01.10.2012
211,"+REDUCTIE PLASTIC 1""-1/2 EXT-INT",1,9007767500751,9098,1.70,Buc,15.00,AGRO,23.10.2013
212,"+REDUCTIE PLASTIC 1""-3/4 EXT-INT",1,9007767490076,7429,3.20,Buc,29.00,AGRO,04.05.2012
213,"+REDUCTIE PLASTIC 3""-2"" EXT-INT",1,9007767514635,11365,16.00,Buc,1.00,AGRO,16.05.2016
214,+REDUCTIE PLASTIC 3/4-1/2 EXT-INT,1,9007767500768,9099,1.55,Buc,12.00,AGRO,23.10.2013
215,+ROBINET CU BILA PLASTIC 3/4 INT-EXT,1,9007767494319,8150,19.00,Buc,0.00,AGRO,08.10.2012
216,+ROBINET IRRITEC 25X3/4 EXT,1,9007767471839,4095,5.32,Buc,8.00,AGRO,19.03.2010
217,+ROBINET PLASTIC 3/4-3/4 EXT-EXT,1,9007767471822,4094,6.70,Buc,50.00,AGRO,19.03.2010
218,+ROBINET PTR.BANDA PICURATOR,1,9007767471945,4106,4.00,Buc,100.00,AGRO,19.03.2010
219,+TEU CU OLANDEZ 1'' INT-EXT-EXT,1,9007767506012,9880,7.00,Buc,23.00,AGRO,11.12.2014
220,+TEU CU OLANDEZ 1'' INT-INT-EXT,1,9007767497440,8570,21.40,BUC,17.00,AGRO,20.03.2013
221,+TEU PLASTIC 1'' INT,1,9007767497846,8666,5.70,Buc,9.00,AGRO,24.04.2013
222,+TEU PLASTIC 1/2 EXT,1,9007767491974,7775,1.94,Buc,16.00,AGRO,11.07.2012
223,+TEU PLASTIC 1/2 INT,1,9007767503943,9523,2.90,Buc,12.00,AGRO,30.05.2014
224,+TEU PLASTIC 3/4 EXT,1,9007767500812,9104,2.80,Buc,26.00,AGRO,23.10.2013
225,+TUB  CU PICURATOR 33 2L/H 1ML,1,9007767497389,8559,1.80,ML,275.00,AGRO,16.03.2013
226,+UMBRAR GARD 2X10,1,9007767498942,8855,143.00,Buc,10.00,AGRO,12.07.2013
227,"CAPAC PLASTIC ROTUND NEGRU 2.5""",1,9007767532790,14036,3.10,BUC,0.00,ALTELE,13.04.2020
228,CARAMIDA PLINA 12X6X24,1,9007767470689,3955,3.20,BUC,0.00,ALTELE,21.01.2010
229,COLOANA CORUGATA CAMINDN315,1,9007767536354,14527,81.00,ML,0.00,ALTELE,12.03.2021
230,GRATAR MIC NEGRU,1,59440011000901,6531,232.00,BUC,0.00,ALTELE,29.09.2011
231,MASCA FACIALA,1,9007767533117,14083,1.00,BUC,0.00,ALTELE,15.05.2020
232,MAXCL 6X2440X1220 UV S MRT 27/ UV F MEX 55,1,9007912540601,15979,"1,854.80",Buc,0.00,ALTELE,11.05.2023
233,MAXCL 8X3050X1300 UV F MRC 655/ UV F MRC 645,1,9007912540489,15967,"2,876.80",Buc,0.00,ALTELE,11.05.2023
234,NISIP DECORATIV 1,1,9007767516806,11805,30.00,Buc,0.00,ALTELE,20.03.2017
235,NISIP DECORATIV 2,1,9007767516813,11806,55.00,BUC,0.00,ALTELE,20.03.2017
236,PANOU ZINCAT GARD BORDURAT  2000X2000X3.5MM,1,9007912547778,17273,54.50,Buc,0.00,ALTELE,16.01.2026
237,PENECRETE MORTAR 22.7 KG,1,9007767516790,11804,445.00,Buc,0.00,ALTELE,20.03.2017
238,PENEPLUG 18 KG,1,9007767517162,11923,640.00,BUC,0.00,ALTELE,19.05.2017
239,PIATRA DEC ALBA 15/25-20KG,1,9007767536477,14539,38.00,BUC,0.00,ALTELE,23.03.2021
240,PISTOL PLASTIC PT SPRAY -52493,1,6422026912589,15122,15.60,Buc,0.00,ALTELE,19.10.2021
241,PLASA FIBRA STICLA R275-ML,1,9007912538080,15367,11.50,ML,15.00,ALTELE,10.06.2022
242,PLEXIGLAD TRANSPARENT 2X1,1,,10967,222.58,Buc,0.00,ALTELE,24.11.2015
