Nr.,Articol,Clasa,Cod extern,Cod,Pret,UM,Stoc,PRODUCATOR,Data
crt.,,articol,,articol,vanzare,,curent,,adaugarii
5262,SACI MOLOZ CAL.II 500X1000,1,9007767491837,7738,1.50,BUC,95.00,ROMD,04.07.2012
5263,SET CHEI COMB.6-22 MM,1,9007767493466,8059,58.00,Buc,0.00,ROMD,27.09.2012
5264,SET CHEI COMB.8-19MM,1,9007767513010,11072,38.00,Buc,0.00,ROMD,14.01.2016
5265,SET INELE SINA U 160,1,9007767494333,8157,8.71,Buc,0.00,ROMD,08.10.2012
5266,SET INELE SINA U 400,1,9007767494340,8158,8.71,Buc,0.00,ROMD,08.10.2012
5267,SINA GALERIE ALBA 120 M,1,9007767493800,8094,14.50,BUC,1.00,ROMD,01.10.2012
5268,SINA GALERIE ALBA 180 M,1,9007767493848,8098,16.00,BUC,5.00,ROMD,01.10.2012
5269,SINA GALERIE ALBA 200 M,1,9007767493886,8102,27.00,BUC,6.00,ROMD,01.10.2012
5270,SINA GALERIE ALBA 240 M,1,9007767494142,8129,21.00,BUC,3.00,ROMD,01.10.2012
5271,SINA GALERIE ALBA 300 M,1,9007767493923,8106,28.00,BUC,4.00,ROMD,01.10.2012
5272,SINA GALERIE ALBA 360 M,1,9007767493961,8110,60.00,Buc,5.00,ROMD,01.10.2012
5273,SINA GALERIE CIRES 120 M,1,9007767493817,8095,11.50,BUC,6.00,ROMD,01.10.2012
5274,SINA GALERIE CIRES 180 M,1,9007767493855,8099,16.00,BUC,4.00,ROMD,01.10.2012
5275,SINA GALERIE CIRES 200 M,1,9007767493893,8103,19.50,BUC,5.00,ROMD,01.10.2012
5276,SINA GALERIE CIRES 240 M,1,9007767494173,8132,21.00,BUC,2.00,ROMD,01.10.2012
5277,SINA GALERIE CIRES 300 M,1,9007767493930,8107,28.00,BUC,8.00,ROMD,01.10.2012
5278,SINA GALERIE CIRES 360 M,1,9007767493978,8111,29.00,Buc,3.00,ROMD,01.10.2012
5279,SINA GALERIE CIRES 400 M,1,9007767494012,8115,49.00,Buc,3.00,ROMD,01.10.2012
5280,SINA GALERIE MAHON 120 M,1,9007767493831,8097,11.50,BUC,4.00,ROMD,01.10.2012
5281,SINA GALERIE MAHON 180 M,1,9007767493879,8101,16.00,BUC,6.00,ROMD,01.10.2012
5282,SINA GALERIE MAHON 200 M,1,9007767493916,8105,17.00,BUC,4.00,ROMD,01.10.2012
5283,SINA GALERIE MAHON 240 M,1,9007767494166,8131,24.00,BUC,2.00,ROMD,01.10.2012
5284,SINA GALERIE MAHON 300 M,1,9007767493954,8109,30.70,Buc,2.00,ROMD,01.10.2012
5285,SINA GALERIE MAHON 400 M,1,9007767494036,8117,49.00,Buc,3.00,ROMD,01.10.2012
5286,SINA GALERIE STEJAR 120 M,1,9007767493824,8096,10.50,BUC,4.00,ROMD,01.10.2012
5287,SINA GALERIE STEJAR 180 M,1,9007767493862,8100,16.00,BUC,4.00,ROMD,01.10.2012
5288,SINA GALERIE STEJAR 200 M,1,9007767493909,8104,17.00,BUC,4.00,ROMD,01.10.2012
5289,SINA GALERIE STEJAR 240 M,1,9007767494159,8130,21.00,BUC,7.00,ROMD,01.10.2012
5290,SINA GALERIE STEJAR 300 M,1,9007767493947,8108,23.00,BUC,1.00,ROMD,01.10.2012
5291,SINA GALERIE STEJAR 360 M,1,9007767493985,8112,25.00,Buc,3.00,ROMD,01.10.2012
5292,SINA GALERIE STEJAR 400 M,1,9007767494029,8116,49.00,Buc,3.00,ROMD,01.10.2012
5293,SINA PVC PERDEA ECO 1.5M,1,5948767004440,1279,9.00,Buc,9.00,ROMD,14.08.2008
5294,SINA PVC PERDEA ECO 2 ML,1,5948767004457,1148,17.50,Buc,19.00,ROMD,31.07.2008
5295,SINA PVC PERDEA ECO 2.5 ML,1,5948767004396,1280,26.00,Buc,20.00,ROMD,14.08.2008
5296,SINA PVC PERDEA ECO 3 ML,1,9007767469904,2305,31.00,Buc,21.00,ROMD,09.03.2009
5297,"SINA PVC PERDEA ECO 3,5M",1,5948767004419,1282,16.00,Buc,7.00,ROMD,14.08.2008
5298,SINA PVC PERDEA ECO 4M,1,9007767487878,6922,40.00,Buc,12.00,ROMD,12.12.2011
5299,SODA CAUSTICA,1,9007767481487,664,14.00,Buc,2.00,ROMD,20.07.2008
5300,TARNACOP FORJAT 2 KG CU COADA,1,9007912545842,16901,62.00,Buc,12.00,ROMD,21.03.2025
5301,USA HORN EMAILAT ALB 120X180,1,8606007201666,16254,99.50,BUC,3.00,ROMD,24.10.2023
5302,USA HORN EMAILAT ALB 130X260,1,8606007200775,16253,108.00,BUC,3.00,ROMD,24.10.2023
5303,USA HORN EMAILAT ALB 160X280,1,9007767493428,8053,135.00,BUC,0.00,ROMD,27.09.2012
5304,USA HORN EMAILAT MARO 120X180,1,8606007201673,8051,100.00,BUC,2.00,ROMD,27.09.2012
5305,USA HORN EMAILAT MARO 130X260,1,9007767493411,8052,108.00,BUC,1.00,ROMD,27.09.2012
5306,USA HORN EMAILAT MARO 160X280,1,8606007201703,16252,135.00,BUC,2.00,ROMD,24.10.2023
5307,VOPSEA JUPOL CLASIC 10 L,1,3838527378596,6357,126.00,GAL,0.00,ROMD,08.08.2011
5308,VOPSEA JUPOL CLASIC 15 L,1,3831000242391,6356,173.00,GAL,0.00,ROMD,08.08.2011
5309,VOPSEA JUPOL CLASIC 2 L,1,3838527404738,6359,29.00,GAL,0.00,ROMD,08.08.2011
5310,VOPSEA JUPOL CLASIC 5 L,1,3838527397627,6358,68.00,GAL,0.00,ROMD,08.08.2011
5311,CIFRA 5 CU ADEZIV-45MM,1,5901384898915,14575,5.00,BUC,3.00,ROUTE,05.04.2021
5312,STUF 6X1,1,9007767475578,4794,76.30,SUL,0.00,ROUTE,07.07.2010
5313,STUF 6X1.2+,1,9007767475585,4795,91.60,SUL,0.00,ROUTE,07.07.2010
5314,STUF 6X1.4+,1,9007767475592,4796,106.80,SUL,0.00,ROUTE,07.07.2010
5315,STUF 6X1.6+,1,9007767475608,4797,122.30,SUL,0.00,ROUTE,07.07.2010
5316,STUF 6X1.8+,1,9007767475615,4798,137.40,SUL,0.00,ROUTE,07.07.2010
5317,STUF 6X2+,1,9007767475622,4799,156.00,SUL,0.00,ROUTE,07.07.2010
5318,SOLUTIE ANTICARII IGNIFUGA SI ANTIS. 25,1,9007767469942,722,178.06,Buc,0.00,SACRI,20.07.2008
5319,SOLUTIE ANTICARII IGNIFUGA SI ANTIS.4 KG,1,9007767469959,2665,30.97,Buc,0.00,SACRI,18.05.2009
5320,SACI MOLOZ 300L,1,9007767526812,13338,3.00,Buc,0.00,SAL,15.04.2019
5321,ADEZIV DE MONTAJ ALLMOUNT bySARKOZI-290ML,1,4260071821713,16902,118.00,Buc,13.00,SARKOZY,24.03.2025
5322,BANDA ADEZIVA KREP 30MM ELASTIC,1,9002588452661,1173,19.00,Buc,4.00,SCHULLER,04.08.2008
5323,BANDA ADEZIVA PVC MASK 50MMX33M,1,9002588454597,13770,22.00,BUC,28.00,SCHULLER,31.10.2019
5324,BANDA HARTIE 19 MM BLUECORE,1,9002588452234,6235,8.00,Buc,18.00,SCHULLER,15.07.2011
5325,BANDA HARTIE 30 MM BLUE CORE,1,9002588452265,290,11.70,Buc,44.00,SCHULLER,09.07.2008
5326,BANDA HARTIE 38 MM BLUE CORE,1,9002588452272,849,13.76,Buc,36.00,SCHULLER,21.07.2008
5327,BANDA HARTIE SCHU 50MM BLUE CORE,1,9002588452296,13765,17.60,Buc,61.00,SCHULLER,24.10.2019
5328,BANDA HARTIE VERDE 50 MM GREEN CORE,1,9002588452494,289,13.60,Buc,160.00,SCHULLER,09.07.2008
5329,BANDA SCOTCH TRANSP.SCHULER,1,9002588457291,7005,8.80,Buc,72.00,SCHULLER,29.12.2011
5330,BIDINEA DREPTUNGHIULARA 170X70,1,9002588118109,6953,17.90,Buc,9.00,SCHULLER,28.12.2011
5331,BIDINEA DREPTUNGHIULARA 180X180SH,1,9002588118208,258,21.00,Buc,5.00,SCHULLER,09.07.2008
5332,BIDINEA OVALA 180X80,1,9002588106304,259,34.30,Buc,10.00,SCHULLER,09.07.2008
5333,BURETE ABRAZIV P60,1,9002588600369,4869,5.50,Buc,21.00,SCHULLER,29.07.2010
5334,CARTON PROTECTIE 10M,1,9007767528847,13587,38.20,Buc,0.00,SCHULLER,24.07.2019
5335,DRISCA  BURETE PORTOC. 28X14X18,1,9002588516004,284,41.00,Buc,10.00,SCHULLER,09.07.2008
5336,DRISCA BURETE ALB 280X140,1,9002588516219,8854,27.20,Buc,0.00,SCHULLER,11.07.2013
5337,DRISCA CAUCIUC NEGRU 280X140X10 SH,1,9002588516103,285,28.00,Buc,7.00,SCHULLER,09.07.2008
5338,DRISCA PLASTIC 28X14 CM SH,1,9002588514505,633,16.80,Buc,14.00,SCHULLER,20.07.2008
5339,FOLIE PROTECTIE TARGHET S50 20 MP 40MY SCHULER,1,9002588458106,3510,24.70,Buc,97.00,SCHULLER,22.09.2009
5340,GLETIERA INOX CRESTATA 8X8 SH,1,9002588514024,192,31.20,Buc,6.00,SCHULLER,30.06.2008
5341,MANUSI ALBASTRE SCHULLER 11 WORKSTAR,1,9002588425825,6989,13.90,Buc,0.00,SCHULLER,28.12.2011
5342,MANUSI ALLSTAR SUN SCH,1,9002588425726,7063,7.60,BUC,0.00,SCHULLER,26.01.2012
5343,MANUSI LATEX 10 DURAKLEEN,1,9002588426037,6993,7.00,BUC,12.00,SCHULLER,28.12.2011
5344,MANUSI LATEX 7 DURAKLEEN,1,9002588426006,6990,7.00,BUC,10.00,SCHULLER,28.12.2011
5345,MANUSI LATEX 8 DURAKLEEN,1,9002588426013,6991,7.00,BUC,13.00,SCHULLER,28.12.2011
5346,MANUSI LATEX 9 DURAKLEEN,1,9002588426020,6992,7.00,BUC,13.00,SCHULLER,28.12.2011
5347,MANUSI MAXI GRIP 10,1,9002588426839,7729,18.80,Buc,19.00,SCHULLER,03.07.2012
5348,MANUSI MAXI GRIP 11,1,9002588426846,6994,18.80,BUC,30.00,SCHULLER,28.12.2011
5349,MANUSI MAXI GRIP 9,1,9002588426822,7714,18.80,Buc,16.00,SCHULLER,28.06.2012
5350,PENSULA MERCATO 100MM,1,9002588723488,255,17.00,Buc,17.00,SCHULLER,03.07.2008
5351,PENSULA MERCATO 20MM,1,9002588723419,248,3.70,Buc,45.00,SCHULLER,03.07.2008
5352,PENSULA MERCATO 30MM,1,9002588723426,249,4.00,Buc,54.00,SCHULLER,03.07.2008
5353,PENSULA MERCATO 40MM,1,9002588723433,250,5.00,Buc,48.00,SCHULLER,03.07.2008
5354,PENSULA MERCATO 50MM,1,9002588723440,251,6.00,Buc,66.00,SCHULLER,03.07.2008
5355,PENSULA MERCATO 60MM,1,9002588723457,252,8.00,Buc,22.00,SCHULLER,03.07.2008
5356,PENSULA MERCATO 70MM,1,9002588723464,253,8.50,Buc,41.00,SCHULLER,03.07.2008
5357,PENSULA MERCATO 80MM,1,9002588723471,254,10.80,Buc,42.00,SCHULLER,03.07.2008
5358,PENSULA RADIATOR  2,1,9002588705743,234,7.00,Buc,5.00,SCHULLER,30.06.2008
5359,"PENSULA RADIATOR 1,5",1,9002588705736,231,5.00,Buc,8.00,SCHULLER,30.06.2008
5360,PENSULA RADIATOR 2.5,1,9002588705750,7037,3.70,Buc,3.00,SCHULLER,29.12.2011
5361,PENSULA RADIATOR 3,1,9002588705767,610,12.20,Buc,3.00,SCHULLER,20.07.2008
5362,PISTOL SILICON ALBASTRU SCHULER,1,9002588403601,2097,21.00,Buc,4.00,SCHULLER,06.12.2008
5363,PISTOL SILICON MARATHON CLASIC,1,9002588403755,552,32.00,BUC,8.00,SCHULLER,19.07.2008
5364,PISTOL SILICON MARATHON STANDARD,1,9002588403700,1183,23.70,BUC,12.00,SCHULLER,06.08.2008
5365,"PRELUNGITOR TELESCOPIC ROSU 0.77-1,3 M",1,9002588214894,856,21.00,Buc,0.00,SCHULLER,21.07.2008
5366,REZERVA CUTTER SET 10 LAME,1,9002588305592,1910,5.80,SET,62.00,SCHULLER,31.10.2008
5367,RULETA HI-LOCK 5 M,1,9002588316758,324,16.50,Buc,0.00,SCHULLER,09.07.2008
5368,"RULETA HI-LOCK 7,5 M",1,9002588316772,236,22.90,Buc,0.00,SCHULLER,30.06.2008
5369,RULETA SCHULLER GO 3 M,1,9002588316000,322,10.40,Buc,12.00,SCHULLER,09.07.2008
5370,RULETA SCHULLER GO 5 M,1,9002588316055,323,18.00,Buc,14.00,SCHULLER,08.07.2008
5371,RULETA SCHULLER GO 7.5 M,1,9002588316079,321,36.00,Buc,1.00,SCHULLER,09.07.2008
5372,SPACLU ELASTIC 100 MM,1,9002588500386,246,12.20,Buc,11.00,SCHULLER,01.07.2008
5373,SPACLU ELASTIC 40 MM,1,9002588500324,2203,6.20,Buc,13.00,SCHULLER,29.01.2009
5374,SPACLU ELASTIC 50 MM,1,9002588500331,244,6.70,Buc,7.00,SCHULLER,01.07.2008
5375,SPACLU ELASTIC 60 MM,1,9002588500348,2202,8.30,Buc,13.00,SCHULLER,29.01.2009
5376,SPACLU ELASTIC 70 MM,1,9002588500355,245,9.00,Buc,14.00,SCHULLER,01.07.2008
5377,SPACLU ELASTIC 80 MM,1,9002588500362,247,9.40,Buc,4.00,SCHULLER,01.07.2008
5378,SPACLU GIPSCARTON INOX 15 CM,1,9002588501505,238,28.00,Buc,17.00,SCHULLER,30.06.2008
5379,SPACLU INOX 40 MM SCHULLER,1,9002588500928,7013,11.20,Buc,7.00,SCHULLER,29.12.2011
5380,SPACLU INOX 50 MM SCHULLER,1,9002588500935,7065,8.70,BUC,5.00,SCHULLER,26.01.2012
5381,SPACLU INOX 60 MM SCHULLER,1,9002588500942,7014,12.80,Buc,7.00,SCHULLER,29.12.2011
5382,SPACLU INOX 70 MM SCHULLER,1,9002588500959,7015,15.00,Buc,11.00,SCHULLER,29.12.2011
5383,SPACLU INOX 80 MM SCHULLER,1,9002588500966,7016,16.90,Buc,9.00,SCHULLER,29.12.2011
5384,TRAFALET M 27CM BLUE,1,9002588039060,15632,28.30,Buc,23.00,SCHULLER,02.09.2022
5385,TRAFALET MERINO 25CM BLANA OAIE,1,9002588272641,6974,44.50,Buc,4.00,SCHULLER,28.12.2011
5386,TRAFALET R 10 CM VELUR VELVET HK,1,9002588200408,6956,5.50,Buc,123.00,SCHULLER,28.12.2011
5387,TRAFALET R 15 CM VELUR VELVET HK,1,9002588200415,6957,9.00,Buc,32.00,SCHULLER,28.12.2011
5388,TRAFALET R 20 CM BLUE,1,9002588252193,262,25.90,Buc,23.00,SCHULLER,09.07.2008
5389,TRAFALET R 27 CM BLUE,1,9002588252896,263,19.90,Buc,0.00,SCHULLER,09.07.2008
5390,BANDA SCOTCH MARO,1,6422051000077,292,6.00,Buc,4.00,SEDA,09.07.2008
5391,BANDA SCOTCH TRANSP.,1,6422051000060,291,6.00,Buc,0.00,SEDA,09.07.2008
5392,BOCANCI SARDEGNA 39,1,9007767511757,10864,180.60,PER,0.00,SEDA,01.10.2015
5393,BOCANCI SARDEGNA 40,1,9007767500171,9018,205.50,PER,1.00,SEDA,03.10.2013
5394,BOCANCI SARDEGNA 41,1,9007767500188,9020,205.50,PER,1.00,SEDA,03.10.2013
5395,BOCANCI SARDEGNA 42,1,9007767500195,9022,205.50,PER,2.00,SEDA,03.10.2013
5396,BOCANCI SARDEGNA 43,1,9007767500201,9023,205.50,PER,0.00,SEDA,03.10.2013
5397,BOCANCI SARDEGNA 44,1,9007767500218,9024,205.50,PER,1.00,SEDA,03.10.2013
5398,BOCANCI SARDEGNA 45,1,9007767500225,9025,205.50,PER,2.00,SEDA,03.10.2013
5399,BOCANCI SARDEGNA 46,1,9007767500232,9027,205.50,PER,3.00,SEDA,03.10.2013
5400,BOCANCI SARDEGNA 47,1,9007767523484,12866,205.50,Buc,2.00,SEDA,27.07.2018
5401,BURGHIU METAL 1,1,9007767496641,2071,1.94,Buc,12.00,SEDA,28.11.2008
5402,"BURGHIU METAL 1,5",1,9007767496658,2070,2.00,Buc,10.00,SEDA,28.11.2008
5403,BURGHIU METAL 10,1,3165140065269,2368,13.00,Buc,8.00,SEDA,20.03.2009
5404,BURGHIU METAL 3,1,5903755770301,3554,2.00,Buc,15.00,SEDA,25.09.2009
5405,"BURGHIU METAL 3,5",1,9007767476315,2068,2.00,Buc,16.00,SEDA,28.11.2008
5406,BURGHIU METAL 4,1,9007767476322,2069,2.50,Buc,10.00,SEDA,28.11.2008
5407,"BURGHIU METAL 4,5",1,9007767478012,5295,2.50,Buc,9.00,SEDA,08.11.2010
5408,BURGHIU METAL 5,1,5903755770509,3556,4.00,Buc,12.00,SEDA,25.09.2009
5409,"BURGHIU METAL 5,5",1,4014468016660,2076,2.00,Buc,12.00,SEDA,28.11.2008
5410,"BURGHIU METAL 6,5",1,9007767481456,5752,3.50,Buc,13.00,SEDA,13.04.2011
5411,"BURGHIU METAL 7,5",1,9007767496689,2038,4.35,Buc,11.00,SEDA,28.11.2008
5412,"BURGHIU METAL 8,5",1,9007767478036,5297,6.00,Buc,13.00,SEDA,08.11.2010
5413,CAP DE INFILETAT PH 2,1,4002395385157,7712,4.00,BUC,0.00,SEDA,28.06.2012
5414,CIZME CAUCIUC 39,1,9007767488486,7128,40.30,PER,1.00,SEDA,23.02.2012
5415,CIZME CAUCIUC 40,1,9007767474922,4702,40.30,PER,3.00,SEDA,09.06.2010
5416,CIZME CAUCIUC 41,1,9007767474946,4704,40.30,PER,1.00,SEDA,09.06.2010
5417,CIZME CAUCIUC 42,1,9007767474953,4705,40.30,PER,3.00,SEDA,09.06.2010
5418,CIZME CAUCIUC 43,1,9007767474960,4706,40.30,Buc,2.00,SEDA,09.06.2010
5419,CIZME CAUCIUC 44,1,9007767474939,4703,40.30,PER,3.00,SEDA,09.06.2010
5420,CIZME CAUCIUC 45,1,9007767485232,6500,40.30,PER,2.00,SEDA,28.09.2011
5421,CIZME CAUCIUC 46,1,9007767488493,7129,40.30,PER,3.00,SEDA,23.02.2012
5422,CIZME CAUCIUC 47,1,9007767488509,7130,24.50,PER,0.00,SEDA,23.02.2012
5423,CONEXPAND BOLT M16*150MM,1,9007767536330,14523,10.60,Buc,49.00,SEDA,10.03.2021
5424,CONEXPAND BOLT STD M12X250,1,9007912537465,15285,11.00,Buc,223.00,SEDA,13.04.2022
5425,CUI BETON 3.5X50,1,5907704444169,2488,0.25,Buc,537.00,SEDA,11.04.2009
5426,CUI BETON 4.5X70,1,9007767477893,5257,0.50,Buc,741.00,SEDA,27.10.2010
5427,DIBLU CU CARLIG 12/7.5X75,1,5077044045903,4825,1.50,Buc,171.00,SEDA,14.07.2010
5428,DIBLU CU CARLIG 6/4.0X35,1,5907704404569,2470,0.29,Buc,100.00,SEDA,11.04.2009
5429,DIBLU CU CARLIG 8/4.5X50-65,1,5907704404576,2471,0.70,Buc,59.00,SEDA,11.04.2009
5430,DIBLU CU SURUB 10/6.0X60,1,5907704402596,2466,0.39,Buc,233.00,SEDA,11.04.2009
5431,DIBLU CU SURUB 8/4.0X60,1,5907704402480,2465,0.24,Buc,65.00,SEDA,11.04.2009
5432,DIBLU GRI 10X50,1,5907704401544,3194,0.25,Buc,124.00,SEDA,31.07.2009
5433,DIBLU GRI 12X60,1,5907704401575,3195,0.24,Buc,166.00,SEDA,31.07.2009
5434,DIBLU GRI 12X80,1,9007767499420,8912,0.50,Buc,160.00,SEDA,08.08.2013
5435,DIBLU GRI 14X80,1,5907704401599,3196,0.70,Buc,179.00,SEDA,31.07.2009
5436,DIBLU GRI 16X100,1,5907704401605,3197,1.00,Buc,94.00,SEDA,31.07.2009
5437,DIBLU GRI 6X30,1,5907704401513,3192,0.10,Buc,767.00,SEDA,31.07.2009
5438,DIBLU GRI 8X40,1,5907704401520,3193,0.13,Buc,301.00,SEDA,31.07.2009
5439,DIBLU METALIC 10X182,1,5907704410065,2477,2.20,Buc,33.00,SEDA,11.04.2009
5440,DIBLU METALIC BCA 10X60,1,9007912547457,17204,0.80,Buc,191.00,SEDA,17.10.2025
5441,DIBLU METALIC BCA 8X60,1,5949024709290,17203,0.70,Buc,180.00,SEDA,17.10.2025
5442,DIBLU METALIC CU PIULITA 6X80,1,9007767475714,4826,0.97,Buc,145.00,SEDA,14.07.2010
5443,DIBLU METALIC TIP CUI 6X40,1,5907704408215,2575,0.80,Buc,1075.00,SEDA,02.05.2009
5444,DIBLU RIGIPS MELC -METALIC,1,9007767479637,1009,1.60,Buc,146.00,SEDA,21.07.2008
5445,DIBLU RIGIPS MELC -PLASTIC,1,5907704429012,1892,0.25,Buc,122.00,SEDA,28.10.2008
5446,DIBLU TIP 'L' 10/5.5X60,1,5907704404521,2468,0.44,Buc,124.00,SEDA,11.04.2009
5447,DIBLU TIP 'L' 12/7.5X75,1,5907704404545,2469,0.97,Buc,83.00,SEDA,11.04.2009
5448,DIBLU TIP 'L' 6X30,1,9007767513164,11108,0.30,Buc,76.00,SEDA,28.01.2016
5449,DIBLU TIP 'L' 8/4.5X50,1,5907704404514,2467,0.24,Buc,297.00,SEDA,11.04.2009
5450,DIBLU VATA BAZALTICA ECO-DRIVE W8X170,1,9007767524030,12940,5.20,Buc,0.00,SEDA,26.09.2018
5451,DIBLU VATA BAZALTICA ECO-DRIVE W8X290,1,9007767535623,14400,6.22,Buc,0.00,SEDA,23.11.2020
5452,DIBLURI POLISTIREN 220 CU TIJA METALICA,1,9007912547440,17198,1.70,Buc,200.00,SEDA,16.10.2025
5453,DISC ABRAZIV RS PT METAL 115X40GR,1,6424922148826,13018,10.00,Buc,4.00,SEDA,09.11.2018
5454,DISC ABRAZIV RS PT METAL 115X60GR,1,6424922148833,11225,8.70,BUC,8.00,SEDA,10.03.2016
5455,DISC ABRAZIV RS PT METAL 115X80GR,1,6424922000339,11226,10.00,BUC,6.00,SEDA,10.03.2016
5456,DISC ABRAZIV RS PT METAL 125X40GR,1,6424922148949,11227,11.00,Buc,13.00,SEDA,10.03.2016
5457,DISC ABRAZIV RS PT METAL 125X60GR,1,6424922148956,11228,11.00,Buc,8.00,SEDA,10.03.2016
5458,DISC ABRAZIV RS PT METAL 125X80GR,1,6424922148963,13158,11.00,Buc,5.00,SEDA,08.02.2019
5459,DISC CS561 PT METAL 115/80G,1,4014855012725,14434,4.00,Buc,0.00,SEDA,29.01.2021
5460,DISC CS561 PT METAL 150/80G,1,4014855023134,13461,4.00,Buc,16.00,SEDA,28.05.2019
5461,DISC CS561 PT METAL 180/80G,1,4014855012848,13463,4.50,Buc,13.00,SEDA,28.05.2019
5462,DISC DIAMANTAT BETON 115,1,6424922000476,4616,16.80,Buc,12.00,SEDA,17.05.2010
5463,DISC DIAMANTAT BETON 125,1,6424922000483,4617,19.90,Buc,8.00,SEDA,17.05.2010
5464,DISC DIAMANTAT BETON 230,1,6424922000506,4758,54.20,Buc,8.00,SEDA,18.06.2010
5465,DISC DIAMANTAT DT300/D60U 115*22,1,4014855218318,2566,52.90,Buc,2.00,SEDA,02.05.2009
5466,DISC DIAMANTAT DT300F/DG60F 115*22,1,4014855218431,2569,47.70,Buc,4.00,SEDA,02.05.2009
5467,DISC DIAMANTAT DT300F/DG60F 125*22,1,4014855218448,2567,50.40,Buc,4.00,SEDA,02.05.2009
5468,DISC DIAMANTAT DT300U/DS60U 125*22,1,4014855218325,2545,56.50,Buc,4.00,SEDA,28.04.2009
5469,DISC DIAMANTAT DT300U/DS60U 230*22,1,4014855218349,2574,123.00,Buc,2.00,SEDA,02.05.2009
5470,DISC DIAMANTAT DT300UT 125*22,1,4014855218400,296,41.50,Buc,0.00,SEDA,09.07.2008
5471,DISC DIAMANTAT DT300UT 230*22,1,4014855218424,2974,112.40,Buc,4.00,SEDA,07.07.2009
5472,DISC DIAMANTAT DT350A 350*25.4,1,4014855301270,6662,459.60,Buc,1.00,SEDA,27.10.2011
5473,DISC DIAMANTAT DT350AB 350*25.4,1,4014855320042,6328,424.80,Buc,0.00,SEDA,03.08.2011
5474,DISC DIAMANTAT DT350B 125*22,1,4014855316601,301,182.70,Buc,6.00,SEDA,09.07.2008
5475,DISC DIAMANTAT DT350B 150*22.23,1,4014855349340,6663,217.30,Buc,2.00,SEDA,27.10.2011
5476,DISC DIAMANTAT DT350B 230*22,1,4014855316618,2559,289.00,Buc,1.00,SEDA,02.05.2009
5477,DISC DIAMANTAT DT350BT 125*22.23,1,4014855404834,2565,171.00,Buc,6.00,SEDA,02.05.2009
5478,DISC DIAMANTAT DT350BT 230*22.23,1,4014855404865,2568,304.80,Buc,3.00,SEDA,02.05.2009
5479,DISC DIAMANTAT DT350BT 350*25.4,1,4014855404988,3262,544.40,Buc,0.00,SEDA,01.08.2009
5480,DISC DIAMANTAT DT600F 115*22,1,4014855218547,2564,75.20,Buc,5.00,SEDA,02.05.2009
5481,DISC DIAMANTAT DT600F 125*22,1,4014855218554,2570,84.80,Buc,6.00,SEDA,02.05.2009
5482,DISC DIAMANTAT DT600F 230*22,1,4014855218585,2571,164.00,Buc,5.00,SEDA,02.05.2009
5483,DISC DIAMANTAT DT600U 230*22.23,1,4014855219216,2975,233.50,Buc,2.00,SEDA,07.07.2009
5484,DISC DIAMANTAT DT600U 350*3*25.4,1,4014855217861,3413,539.50,Buc,0.00,SEDA,03.09.2009
5485,DISC DIAMANTAT DT612UT 125*22,1,4014855275755,303,134.50,Buc,13.00,SEDA,09.07.2008
5486,DISC DIAMANTAT DT612UT 230*22,1,4014855275793,3633,362.00,Buc,5.00,SEDA,06.10.2009
5487,DISC DIAMANTAT DT900B 125*22.23,1,4014855217991,2563,183.20,Buc,6.00,SEDA,02.05.2009
5488,DISC DIAMANTAT DT900B 230*22.23,1,4014855216352,6036,373.00,Buc,3.00,SEDA,27.05.2011
5489,DISC DIAMANTAT DT900FP 115*22.23,1,4014855255245,2562,177.40,Buc,4.00,SEDA,02.05.2009
5490,DISC DIAMANTAT DT900FP 125*1.4*22,1,4014855255252,2573,197.40,Buc,2.00,SEDA,02.05.2009
5491,DISC DIAMANTAT DT900FT 125*22.23,1,4014855218790,2572,157.60,Buc,5.00,SEDA,02.05.2009
5492,DISC DIAMANTAT FREZA DS300B 125*22,1,4014855218486,4757,286.00,Buc,3.00,SEDA,18.06.2010
5493,DISC DIAMANTAT GRESIE 115,1,6424922000438,4609,16.00,Buc,27.00,SEDA,17.05.2010
5494,DISC DIAMANTAT GRESIE 125,1,6424922000445,4610,19.50,Buc,4.00,SEDA,17.05.2010
5495,DISC DIAMANTAT GRESIE 230,1,6424922000469,4611,60.60,Buc,11.00,SEDA,17.05.2010
5496,DISC DIAMANTAT PLACI CERAMIC DURE 125,1,6424922167742,16027,80.50,Buc,1.00,SEDA,14.06.2023
5497,DISC DIAMANTAT RS BETON-GRANIT 125*22 ULTRA,1,6424922191914,14450,85.40,Buc,3.00,SEDA,12.02.2021
5498,DISC DIAMNTAT DT300F/DG60F 230*22,1,4014855218462,15744,103.50,Buc,3.00,SEDA,10.11.2022
5499,DISC INOX -OTEL A36 R SUP 230*2*22,1,4014855101788,14476,16.90,BUC,18.00,SEDA,16.02.2021
5500,DISC INOX-OTEL A46 TZ 115*1.6,1,4014855053605,14456,6.00,BUC,38.00,SEDA,16.02.2021
5501,DISC INOX-OTEL A46 TZ 125*1.6,1,4014855053612,14462,7.00,BUC,0.00,SEDA,16.02.2021
5502,DISC INOX-OTEL A46 TZ 230*1.9,1,4014855048953,14475,15.00,BUC,15.00,SEDA,16.02.2021
5503,DISC INOX-OTEL A46 VZ 125*2,1,4014855139729,14486,8.50,BUC,60.00,SEDA,17.02.2021
